Aircraft,Flight_Type,Origin    ,Destination,Departure_Date,Departure_Time,Arrival_Date,Arrival_Time,Estimated ArrivalTime,RealArrivalTime,EA_Time_Minutes,RA_Time_Minutes,Delay_Time
VLG3519,A320,Barcelona Int'l (BCN / LEBL),Ibiza (IBZ / LEIB),09.03.2024,10:02PM,09.03.2024,10:45PM,0 days 00:36:00,0h 53m,36,53,17
VLG3953,A320,Valencia (VLC / LEVC),Palma de Mallorca (or Son Sant Joan) (PMI / LEPA),09.03.2024,10:00PM,09.03.2024,10:46PM,0 days 00:33:00,0h 55m,33,55,22
VLG6575,A320,Asturias (OVD / LEAS),Gran Canaria Int'l (LPA / GCLP),09.03.2024,10:00PM,09.03.2024,11:35PM,0 days 02:35:00,2h 45m,155,165,10
AAY2532,A320,Chicago/Rockford Intl (KRFD),Punta Gorda (KPGD),09.03.2024,03:01PM,09.03.2024,06:57PM,0 days 02:35:00,3h 13m,155,193,38
ABQ170,A320,Jinnah Int'l (KHI / OPKC),King Abdulaziz Int'l (JED / OEJN),10.03.2024,03:06AM,10.03.2024,06:01AM,0 days 04:55:00,5h 05m,295,305,10
ABY518,A320,Sharjah Int'l (SHJ / OMSJ),Shahjalal International Airport (DAC / VGHS),10.03.2024,02:03AM,10.03.2024,08:08AM,0 days 04:05:00,4h 15m,245,255,9.99999999999997
ABY562,A320,Sharjah Int'l (SHJ / OMSJ),Faisalabad Int'l (LYP / OPFA),10.03.2024,02:06AM,10.03.2024,05:31AM,0 days 02:25:00,2h 35m,145,155,10
AVA9399,A320,Antonio Narino (PSO / SKPS),El Dorado Int'l (BOG / SKBO),09.03.2024,05:06PM,09.03.2024,05:55PM,0 days 00:16:00,1h 17m,16,77,61
AVA9780,A320,El Dorado Int'l (BOG / SKBO),Gustavo Rojas Pinilla Int'l (Sesquicentenario) (ADZ / SKSP),09.03.2024,05:05PM,09.03.2024,06:33PM,0 days 01:27:00,2h 13m,87,133,46
AWQ200,A320,Jakarta-Soekarno-Hatta Int'l (CGK / WIII),Kuala Lumpur Int'l (KUL / WMKK),10.03.2024,05:03AM,10.03.2024,07:43AM,0 days 01:40:00,1h 40m,100,100,0
AXM5135,A320,Kota Kinabalu Int'l (BKI / WBKK),Kuala Lumpur Int'l (KUL / WMKK),10.03.2024,06:03AM,10.03.2024,08:20AM,0 days 02:10:00,2h 27m,130,147,17
BTK6672,A320,Jakarta-Soekarno-Hatta Int'l (CGK / WIII),APT Pranoto (AAP / WALS),10.03.2024,05:05AM,10.03.2024,08:05AM,0 days 02:00:00,2h 10m,120,130,10
CEB373,A320,Manila Int'l (MNL / RPLL),Roxas (RXS / RPVR),10.03.2024,06:05AM,10.03.2024,07:00AM,0 days 00:55:00,1h 00m,55,60,5
CEB893,A320,Manila Int'l (MNL / RPLL),Caticlan (Godofredo P. Ramos) (MPH / RPVE),10.03.2024,06:03AM,10.03.2024,06:40AM,0 days 00:50:00,0h 47m,50,47,-3
EZY7604,A320,Charles de Gaulle/Roissy (CDG / LFPG),General Humberto Delgado Airport (LIS / LPPT),09.03.2024,11:03PM,10.03.2024,12:10AM,0 days 01:53:00,2h 27m,113,147,34
GLG1639,A320,Jose Joaquin de Olmedo Int'l (GYE / SEGU),,09.03.2024,05:06PM,,,,0h 04m,,4,
JAP7294,A320,Jorge Chávez Int'l (LIM / SPJC),,09.03.2024,05:05PM,,,,0h 05m,,5,
JBU1825,A320,Fort Lauderdale Intl (KFLL),Jorge Chávez Int'l (LIM / SPJC),09.03.2024,05:03PM,09.03.2024,10:21PM,0 days 05:25:00,2h 48m,325,168,-157
JBU1968,A320,Punta Cana Int'l (PUJ / MDPC),John F Kennedy Intl (KJFK),09.03.2024,06:07PM,09.03.2024,08:39PM,0 days 03:32:00,3h 51m,212,231,19
JST201,A320,Sydney (SYD / YSSY),Auckland (AKL / NZAA),10.03.2024,09:06AM,10.03.2024,01:58PM,0 days 02:52:00,3h 16m,172,196,24
JST471,A320,Newcastle-Williamtown Airport / RAAF (NTL / YWLM),Melbourne Tullamarine (MEL / YMML),10.03.2024,09:04AM,10.03.2024,10:25AM,0 days 01:01:00,1h 31m,61,91,30
JZR335,A320,Kuwait Int'l (KWI / OKKK),Domodedovo Int'l (DME / UUDD),10.03.2024,01:07AM,10.03.2024,05:42AM,0 days 04:35:00,4h 43m,275,283,8
LPE2265,A320,Padre Jose de Aldamiz Int'l (PEM / SPTU),Jorge Chávez Int'l (LIM / SPJC),09.03.2024,05:05PM,09.03.2024,06:35PM,0 days 01:15:00,1h 40m,75,100,25
RZO175,A320,Porto / Oporto (OPO / LPPR),Ponta Delgada Joao Paulo II (PDL / LPPD),09.03.2024,10:04PM,09.03.2024,11:15PM,0 days 02:10:00,2h 30m,130,150,20
VOI1035,A320,Mexico City Santa Lucía Airport (NLU / MMSM),Don Miguel Hidalgo y Costilla Int'l (GDL / MMGL),09.03.2024,04:06PM,09.03.2024,05:15PM,0 days 01:09:00,1h 19m,69,79,10
VOI499,A320,Del Bajio Guanajuato Int'l (BJX / MMLO),General Abelardo L. Rodriguez Int'l (TIJ / MMTJ),09.03.2024,04:04PM,09.03.2024,04:54PM,0 days 02:47:00,3h 11m,167,191,24
VOI924,A320,Lic. Jesus Teran Peredo Int'l (AGU / MMAS),Los Angeles Intl (KLAX),09.03.2024,04:05PM,09.03.2024,04:45PM,0 days 02:40:00,3h 00m,160,180,20
VOI967,A320,Harry Reid Intl (KLAS),Lic. Benito Juarez Int'l (MEX / MMMX),09.03.2024,02:04PM,09.03.2024,07:25PM,0 days 03:17:00,3h 53m,197,233,36
